datetime,text,likes
2021-01-13 16:58:22,"Ambassador Samantha Power is a world-renowned voice of conscience and moral clarity — challenging and rallying the international community to stand up for the dignity and humanity of all people. As USAID Administrator, she'll be a powerful force for principled American engagement.",32550
2021-01-12 21:30:38,My number one priority is getting people vaccinated as quickly as we can to get our country back on track.,89940
2021-01-12 20:00:38,"It’s long past time to raise the minimum wage, so hardworking people earn at least $15 an hour.

I hope that Democratic control of the House and Senate will ensure prompt action to get it done.",100810
2021-01-12 15:05:07,"I urge every American to:

- Wear a mask
- Stay socially distanced
- Avoid large indoor gatherings

We can save countless lives if we step up together.",158554
2021-01-12 02:15:49,"Getting America vaccinated will be one of the greatest operational challenges we’ve ever faced, but my administration will spare no effort to get it done.

We’re going to ensure the vaccine is distributed quickly, equitably, and free of charge to every American.",76275
2021-01-11 23:46:30,"Folks, I just received the second dose of my COVID-19 vaccine — and just like the first dose, it was safe, quick, and painless.

I urge everyone to get vaccinated once it’s your turn. Because only together can we save lives and beat this virus.",204713
2021-01-11 21:41:21,"The work of the next four years must be the restoration of democracy and the recovery of respect for the rule of law, and the renewal of a politics that’s about solving problems — not stoking the flames of hate and chaos.",106696
2021-01-11 15:41:13,"I’m asking Ambassador Bill Burns to lead the Central Intelligence Agency because he’s dealt with many of the thorniest global challenges we face. As a legendary career diplomat, he approached complex issues with honesty, integrity and skill. That’s exactly how he’ll lead the CIA.",39511
2021-01-11 01:30:31,"$600 is simply not enough when you have to choose between paying rent or putting food on the table.

We need $2,000 stimulus checks.",247850
2021-01-10 20:30:01,"I am proud that we have finished naming the members of our Cabinet.

It’s a Cabinet that looks like America and taps into the full range of talents we have in our nation.",61977
2021-01-10 17:00:02,"In 10 days, we move forward and rebuild — together.",267858
2021-01-10 01:30:00,The bottom line is we need to provide immediate relief for working families and businesses. Now.,34281
2021-01-09 21:30:12,"Our president is not above the law.

Justice serves the people — it doesn’t protect the powerful.",204375
2021-01-09 17:35:40,"From the most inequitable economic and jobs crisis in modern history, my jobs team will help us build back better with an economy that works for all Americans. Let’s get to work.",71825
2021-01-09 01:35:56,My administration will get right to work distributing emergency aid swiftly and equitably. Our focus will be on the small businesses on Main Street — not those that are wealthy and well-connected.,43405
2021-01-08 21:52:37,"Ten years ago today, in Tucson, Arizona, six innocent lives were taken away by a senseless and brutal act of violence: Dorothy Morris, Judge John Roll, Phyllis Scheck, Dorwin Stoddard, Gabriel Zimmerman, and nine-year-old Christina Taylor Green. In the decade since, too many families have known the pain of losing a loved one to gun violence, of futures stolen and dreams cut down before their time. Today, Jill and I remember the people we lost in Tucson, and all of the families whose lives were irreversibly changed that day.

Among those wounded in that horrific attack was my friend Congresswoman Gabby Giffords, whose perseverance and immeasurable courage in the years since has been an inspiration to millions. Like so many survivors of violence, Gabby has turned tragedy into purpose, working with other leaders across the country to transform the fight for gun safety reform from a cause to a movement. Every day she fights to make our communities safer and move us closer to our goal of a nation free from gun violence. As President, I pledge to continue to work together with Congresswoman Giffords, and with survivors, families, and advocates across the country, to defeat the NRA and end the epidemic of gun violence in America.",85493
2021-01-08 19:58:25,We need to build a new American economy where everyone enjoys a fair return for their work and an equal chance to get ahead. Tune in as I introduce members of the team that will get it done.,25444
2021-01-08 16:42:42,"We need to restore the honor, the integrity, and the independence of the Department of Justice in this nation — and this is the group that will get it done.",91493
2021-01-08 04:15:00,I’m proud to nominate Judge Merrick Garland for Attorney General of the United States.,54043
2021-01-08 03:07:03,"For the past four years, President Trump has unleashed an all-out assault on the institutions of our democracy.

Yesterday was but the culmination of that unrelenting attack.",56771
2021-01-08 02:18:04,"This team shares my belief that the middle class built this country and that unions built the middle class.

They will help us emerge from the most inequitable economic crisis in modern history by building an economy where every American is in on the deal.

BUILDBACKBETTER.GOV
President-elect Biden Announces Additional Key Members of His Economic and Jobs Team | President-Elect Joe Biden",33573
2021-01-08 00:33:37,We all know it's true — and it’s unacceptable.,266442
2021-01-07 21:38:41,"What we witnessed yesterday was not dissent — it was disorder.

They weren’t protestors — they were rioters, insurrectionists, and domestic terrorists.

I wish we could say we couldn’t see it coming, but that isn’t true. We could.",144042
2021-01-07 19:47:16,It’s time for a Department of Justice that serves the interests of the people — not a presidency. Tune in as I introduce key nominees to lead the Department.,35917
2021-01-07 16:14:21,"Our nominees for the Justice Department will restore the independence of the Department, so it serves the interests of the people — not a presidency. They’ll rebuild public trust in the rule of law and work to ensure a more fair and equitable justice system.

BUILDBACKBETTER.GOV
Justice Nominees and Appointees | President-Elect Joe Biden",97802
2021-01-07 02:57:10,"Today is a reminder, a painful one, that democracy is fragile. To preserve it requires people of good will, leaders with the courage to stand up, who are devoted not to pursuit of power and personal interest at any cost, but to the common good.",150839
2021-01-07 00:36:36,"Through war and strife, America has endured much. And we will endure here and prevail now.",72070
2021-01-06 23:52:45,America is so much better than what we’re seeing today.,300078
2021-01-06 22:18:13,"Let me be very clear: the scenes of chaos at the Capitol do not represent who we are. What we are seeing is a small number of extremists dedicated to lawlessness. This is not dissent, it's disorder. It borders on sedition, and it must end. Now.",255168
2021-01-06 19:47:48,"I called Reverend Warnock and Jon Ossoff this morning to congratulate them on their hard-fought campaigns. Georgia voters delivered a resounding message yesterday: they want action on the crises we face and they want it right now. Together, we'll get it done.",301556
2021-01-06 00:45:38,"Stay in line, Georgia. If you’re in line at your polling place by 7 PM, you can vote.",78917
2021-01-06 00:33:22,"Georgia voters: If you’re voting in the county where you’re registered, you’re entitled to ask for a provisional ballot if you’re told you aren’t on the voter rolls. Don’t leave without voting.

If you have questions, call the Voter Protection Hotline: 888-730-5816",38621
2021-01-05 20:11:27,"Georgia — If you have any questions today while voting, reach out to the Voter Protection Hotline: 1-888-730-5816",25863
2021-01-05 18:28:26,"Georgia — The nation is looking to you to lead us forward.

The power is in your hands: iwillvote.com/GA",28584
2021-01-05 16:19:36,"Go vote, Georgia!

iwillvote.com/GA",82234
2021-01-05 03:45:00,"I’m asking you to give everything you’ve got for one more day — because that one day can change America.

iwillvote.com/GA",32759
2021-01-05 02:45:37,"In America, politicians can’t assert, take, or seize power.

It has to be given by the American people.

We can’t ever give that up. The will of the people must always prevail.",99755
2021-01-05 02:00:00,"The debate over $2,000 isn’t some abstract debate in Washington. It’s about real lives.

Hardworking Americans need help, and they need it now.

Georgia — you have the power to make it happen. Vote.",29939
2021-01-04 21:59:16,"With just one day to go until the Georgia Senate runoffs, I’m in Atlanta to get out the vote. Tune in.",21326
2021-01-04 18:45:45,"Georgia — If you haven’t returned your absentee ballot yet, drop it off at a drop box in your county today.

If you’re voting in-person tomorrow, make your plan today.

Let’s flip the Senate: iwillvote.com/GA

IWILLVOTE.COM
I Will Vote",21063
2021-01-04 04:35:45,"Jill and I extend our warmest congratulations to Speaker Pelosi on her well-deserved reelection today as Speaker of the House of Representatives. A trailblazing leader — and one of the most effective and accomplished legislators in our nation’s history — I have no doubt that Speaker Pelosi will continue to lead the House with dignity, principle, and patriotic resolve.

As our country begins to emerge from this period of pain and loss in the months to come, we have an extraordinary opportunity ahead of us to unite around our values and make unprecedented progress as a nation. With Speaker Pelosi’s leadership, we will come together to defeat the ongoing pandemic, take on the existential threat of climate change, instill greater equity and justice in our society, and build our economy back better than before. I look forward to working closely with the Speaker and her colleagues in the House, majority and minority alike, to pursue that vital work on behalf of all of the American people.",115032
2021-01-04 01:52:22,The Senate swearing-in ceremony was always one of my favorite parts of the job as Vice President. Congratulations to the newly minted members of the 117th Congress. I look forward to working alongside you to get this virus under control and build back better.,82955
2021-01-03 22:33:31,"With just two days to go until the Georgia Senate runoffs, Vice President-elect Harris is in Savannah firing up folks to get out and vote. Tune in.",23006
2021-01-03 19:14:49,"Here’s my promise to you: I’ll be a president for all Americans. Whether you voted for me or not, I’ll wake up every single morning and work to make your life better.",169923
2021-01-03 03:08:52,"Floyd Little and I were students at Syracuse University together. I was in law school and he was a star halfback on the football team. I watched him play in Archbold Stadium, his number 44 flashing by defenders who had no chance, running as if he was chasing the spirit of his dear friend and fellow 44 legend, Ernie Davis.

In the years that followed, I got to know Floyd as the man behind the number. He was full of character, decency, and integrity. He was always gracious with his time with fans — parents and grandparents who wanted to introduce their children and grandchildren to a genuine role model.

I was one of them. My family got to know Floyd. We’d call each other after Syracuse games and to check in on one another. I remember our call when he was inducted into the Pro Football Hall of Fame and the joy in his voice. And I remember the more recent call when he shared his cancer diagnosis, and how fearless he was in his conviction to fight it. As with everything else he did in life, Floyd lived to the very end with grit and heart, and love for his family and faith in God.

I will miss my friend. He was a good man. The entire Biden family sends our love to DeBorah and the entire Little family.",51816
2021-01-02 23:00:00,"Mask up, folks.",317536
2021-01-02 20:16:01,"It’s the final weekend before the Georgia Senate runoffs, which means we have just a few days left to do everything we can to flip the Senate. If you have a few minutes, sign up to make calls and let’s get to work: https://bit.ly/2HXzeZf

MOBILIZE.US
Georgia Dems Phonebank - Runoff Election · Democratic Party of Georgia",42288
2021-01-01 18:37:46,"Let me be clear: The Biden-Harris Administration will spare no effort to make sure people are getting vaccinated.

NPR.ORG
Biden Again Criticizes Trump's COVID-19 Response, Vows To Speed Vaccine Production",83218
2021-01-01 05:20:50,Here’s to 2021.,307708
2021-01-01 03:44:08,"In 2021, we’re going to build a brighter future.",33031
2021-01-01 00:14:14,"The challenges we face as a nation will not disappear overnight, but as we look forward to the start of a new year, I’m filled with fresh hope about the possibilities of better days to come.

After a year of pain and loss, let us unite, heal, and rebuild in 2021.",124964
2020-12-31 22:50:38,"We have less than one week to do everything in our power to help Jon Ossoff and Raphael Warnock win their Senate runoff elections in Georgia. These races will not only determine the fate of the Senate, but the future of our country. Chip in today:

SECURE.ACTBLUE.COM
Donate to the Flip Georgia Fund!",16095
2020-12-31 20:02:44,"Georgia — Today is your last chance to vote early ahead of next week’s Senate runoffs.

Confirm your polling location and go vote: http://iwillvote.com/GA

IWILLVOTE.COM
I Will Vote",21176
2020-12-31 02:29:10,"The next few weeks and months are going to be a very tough period for our nation — maybe the toughest of the whole pandemic.

But we are going to get through it. Brighter days are coming, but it’s going to take all the grit and determination we have as Americans to do it.",53949
2020-12-31 00:26:15,"With just over 20 days until Inauguration Day, there’s never been a better time to stock up on gear. Head to https://store.bideninaugural.org/ to find everything you need.

STORE.BIDENINAUGURAL.ORG
Presidential Inaugural Committee Store",18243
2020-12-30 20:41:18,"We can save 60,000-100,000 lives in the weeks and months ahead if we step up together.

Wear a mask. Stay socially distanced. Avoid large indoor gatherings.

Each of us has a duty to do what we can to protect ourselves, our families, and our fellow Americans.",55303
2020-12-30 17:38:46,"We’re going to make sure vaccines are free of charge.

And we’re going to ensure they are distributed equitably, so every person who wants a vaccine can get one — no matter the color of their skin or where they live.",36813
2020-12-30 00:42:29,"Once in office, I will be asking the American people to wear a mask for the first 100 days of my administration. Not as a political statement, but as a patriotic duty.",37426
2020-12-30 00:01:57,Leading by example.,242159
2020-12-29 21:43:45,Tune in as I deliver remarks on the ongoing COVID-19 crisis and what my administration will do to get this virus under control.,15209
2020-12-29 19:06:29,"One week, Georgia.

Vote early, and let’s flip the Senate: iwillvote.com/GA",114931
2020-12-29 16:16:37,Meeting the most daunting threats of our time requires American engagement and leadership — but none of them can be solved alone.,21276
2020-12-29 02:45:40,"This year, we’ve painfully learned the cost of being unprepared for a pandemic.

If we aren’t investing with our partners around the world, we’re undermining our ability to defeat COVID-19 and leaving ourselves vulnerable to the next deadly epidemic.",42922
2020-12-29 01:02:32,"Right now, my team isn’t getting all the information that we need from the outgoing administration in key national security areas.

It’s nothing short of irresponsible.",28813
2020-12-28 21:10:26,"This afternoon, I was briefed by members of my national security and foreign policy agency review teams. Tune in as I deliver remarks on the challenges our administration will inherit.",17883
2020-12-28 17:05:16,"Folks, there’s just over one week until the Georgia Senate runoffs. With the races neck and neck, we need your help more than ever. Chip in and let’s flip the Senate:

SECURE.ACTBLUE.COM
Donate to the Flip Georgia Fund!",34901
2020-12-28 02:15:01,We’ve gotten through tough times before in this nation — and we’ll get through them again.,33838
2020-12-27 23:13:41,"From COVID-19 and the economy to climate change and racial justice — our nation is facing four historic crises at once. And come January, there will be no time to waste. That’s why my team and I are hard at work preparing to take action on day one.",59171
2020-12-27 18:52:43,To all the health care workers on the front lines of this fight — thank you. You are true heroes.,112428
2020-12-27 01:36:37,"After a year of pain and loss, it’s time to unite, heal, and rebuild.",194732
2020-12-26 20:37:39,"Jill and I send our heartfelt wishes to everyone celebrating Kwanzaa. We hope these days of reflection on the seven principles and the rich heritage of African-American culture bring peace, unity, and joy.",21604
2020-12-25 16:18:49,"From our family to yours, Merry Christmas and Happy Holidays.",190120
2020-12-25 00:48:32,We take holiday traditions very seriously in the Biden family.,68462
2020-12-24 22:00:33,"I know how hard it is to forego holiday traditions — but it is so very important. Please wear masks, limit the size of any groups, and refrain from traveling. We have to stay apart just a little longer.",70271
2020-12-24 20:15:59,To Linda — and everyone out there who’s hurting or struggling — keep the faith.,20172
2020-12-24 17:23:31,"No matter how you’re celebrating this year, Champ and Major wish you a Merry Christmas.",93818
2020-12-24 04:00:20,"In the 21st century, twelve years of school isn’t enough. That’s why under the Biden-Harris plan, community college will be free — and public colleges and universities will be tuition-free for families earning less than $125,000 a year.",112861
2020-12-24 03:09:13,"Every student must be equipped to thrive in the economy of the future. Every educator needs resources to do their jobs with dignity and success. And every school needs support to reopen safely.

We can achieve this with Dr. Miguel Cardona leading our Department of Education.",35754
2020-12-24 01:34:17,We need to make sure every child in this nation has access to a good education — regardless of zip code or disability.,26817
2020-12-24 00:12:32,"It’s long past time we pay teachers what they deserve.

The work they do is of extreme national importance — and their salaries should reflect that.",73393
2020-12-23 21:12:54,"Here’s the simple truth: Our darkest days in this battle against COVID are ahead of us — not behind us.

We need to prepare ourselves and steel our spines.",22413
2020-12-23 17:45:44,"With Dr. Miguel Cardona leading the way, we’re going to ensure every student in this country receives a high-quality education. Tune in as I nominate him to be our next Secretary of Education.",23982
2020-12-23 16:25:10,"This cybersecurity attack happened on Donald Trump’s watch. But rest assured that even if he does not take it seriously, I will.",34001
2020-12-23 03:41:56,"Yesterday, in an effort to instill confidence in the vaccine, I had my shot administered in public.

I have absolute confidence in the vaccine and look forward to the second shot.",34918
2020-12-23 02:00:33,"An educator will lead our Department of Education.

I am proud to nominate Dr. Miguel Cardona to ensure our teachers are taken care of, and our children have an opportunity to thrive.",93326
2020-12-22 23:00:01,"In the first 100 days of my administration, we will:

- Ask all Americans to mask up
- Administer 100 million vaccine shots
- Get most schools back open

We’re going to contain the virus and get back to our lives.",79235
2020-12-22 20:49:24,Tune in as I deliver remarks ahead of the holiday.,18415
2020-12-22 19:55:29,"Ten years ago today, I joined President Obama as he signed the repeal of Don’t Ask, Don’t Tell into law. Thanks to sound implementation by civilian and uniformed leaders across the Department of Defense, today our military is stronger, more capable, and more inclusive for all who serve.",105436
2020-12-22 06:30:50,"I applaud this relief package, but our work is far from over. Starting in the new year, Congress will need to immediately get to work on support for our COVID-19 plan.

My message to everyone out there struggling right now: help is on the way.

APNEWS.COM
Congress approves $900B COVID relief bill, sending to Trump",84049
2020-12-22 01:49:27,"Today, I received the COVID-19 vaccine.

To the scientists and researchers who worked tirelessly to make this possible — thank you. We owe you an awful lot.

And to the American people — know there is nothing to worry about. When the vaccine is available, I urge you to take it.",323016
2020-12-22 01:06:01,"I know you're probably tired of hearing about politics after this year. But with just 15 days left until the Georgia Senate runoffs, we can't take our foot off the gas.

Every dollar makes a big difference. Chip in to our Flip Georgia Fund today:

SECURE.ACTBLUE.COM
Donate to the Flip Georgia Fund!",9700
2020-12-21 18:42:52,"Tune in as Vice President-elect Harris rallies voters in Columbus, Georgia, ahead of the January Senate runoffs.",16354
2020-12-21 15:33:22,Georgia — Your vote has the power to change the future of this country. Don’t wait to use it. Make your plan to vote early today: iwillvote.com/GA,17347
2020-12-21 01:38:11,"One month, folks.",70907
2020-12-20 23:46:55,"As the first Native American Cabinet Secretary in our nation’s history, Congresswoman Haaland will be a true steward of our national parks, natural resources, and all of our lands.",27870
2020-12-20 19:18:43,"In one month, we begin to heal.",209492
2020-12-20 15:30:00,I believe that every American has a fundamental right to breathe clean air and drink clean water.,37058
2020-12-20 02:59:16,"When it comes to the existential threat of climate change, we have no time to lose. This team will be ready on day one to meet this moment with the urgency it demands and build our nation back better than ever.",51549
2020-12-20 01:53:05,"Together, we’re going to tackle the threat of climate change head-on and create millions of good-paying, union jobs.",26559
2020-12-19 20:32:29,We need to meet the threat of climate change with the urgency it demands — and seize the opportunity to build back better. Tune in as I introduce members of my climate team who will get it done.,17248
2020-12-19 17:15:58,"Folks, there are less than three weeks until the Georgia Senate runoffs and we need to ensure Jon Ossoff and Reverend Warnock have the resources to win. If you’re able to, chip in to our Flip Georgia Fund to help take back the Senate.

SECURE.ACTBLUE.COM
Donate to the Flip Georgia Fund!",36280
2020-12-18 04:20:32,"We have no time to waste to confront the climate crisis, protect our air and water, and deliver justice to communities that have long shouldered the burdens of environmental harms.

Together, on behalf of all Americans, this team will meet this moment with the urgency it demands.",19548
2020-12-18 01:04:41,As I said throughout the campaign: I will be a president for all Americans. I will work just as hard for those of you who didn’t vote for me as I will for those who did.,105408
2020-12-17 22:35:22,"I’m prepared to sign a COVID relief package on day one, but I need Reverend Warnock and Jon Ossoff in the Senate to get it done.

Georgia — Make your plan to vote early today: iwillvote.com/GA",45681
2020-12-17 16:37:00,"When I think of climate change, I think about jobs. Good-paying, union jobs that put Americans to work, make our air cleaner, and rebuild America’s crumbling infrastructure.",53258
2020-12-17 02:29:44,"In this battle for the soul of America, democracy prevailed.",127964
2020-12-17 01:09:37,"Kamala Harris and I are building a historic Cabinet.

A Cabinet that looks like America and taps into the best of this nation.",34454
2020-12-16 21:56:55,"Pete Buttigieg has the perspective of a mayor that solves problems and brings people together.

He’s got the vision of a next-generation leader with the experience and temperament to help dig us out of this economic crisis.",20333
2020-12-16 20:08:43,"This pandemic is one of the toughest challenges America has ever faced.

But I know that we will overcome — and heal — together as one nation.",57116
2020-12-16 18:03:17,Mayor Pete Buttigieg is a barrier-breaking public servant with a track record of forward-thinking leadership. Tune in as I nominate him to be our next Secretary of Transportation.,30147
2020-12-16 05:21:23,"With Jon Ossoff and Reverend Warnock in the Senate, the doors of promise and progress will open in Washington.

iwillvote.com/GA",36947
2020-12-16 04:27:55,"From the economy to criminal justice to climate change — there’s so much we can get done. But we need senators who are willing to do it.

iwillvote.com/GA",28243
2020-12-16 02:10:29,"Mayor Pete Buttigieg is a leader, patriot, and problem-solver. He speaks to the best of who we are as a nation.

I am nominating him for Secretary of Transportation because he's equipped to take on the challenges at the intersection of jobs, infrastructure, equity, and climate.",142487
2020-12-15 22:25:01,"The future of health care, the economy, and the planet are all on the line. We’ve got to win Georgia and flip the Senate.

iwillvote.com/GA",67044
2020-12-15 21:05:41,"With early voting underway and just three weeks until Election Day, I’m in Atlanta to encourage folks to get out and vote. Tune in.",17130
2020-12-15 19:18:27,"Health care is personal to me — and I’ll always fight to ensure folks like Xiomara are protected and have access to the care they need.

Don’t miss your chance to get covered for 2021, head to http://healthcare.gov before midnight to pick a plan that works best for you.",15288
2020-12-15 17:43:20,"As I said throughout the campaign: I will be a president for all Americans.

I will work just as hard for those of you who didn’t vote for me as I will for those who did.",44323
2020-12-15 05:38:29,"Today, the members of the Electoral College cast their votes for president and vice president. And once again, the rule of law, our Constitution, and the will of the people have prevailed.

Our democracy — pushed, tested, and threatened — proved to be resilient, true, and strong.",160130
2020-12-15 04:31:36,What beats deep in the hearts of the American people is this: Democracy.,36259
2020-12-15 04:17:59,"In America, politicians don’t take power — the people grant it to them.

The flame of democracy was lit in this nation a long time ago.

And we now know that nothing — not even a pandemic or an abuse of power — can extinguish that flame.",63538
2020-12-15 01:30:01,"It’s official, folks. Tune in as I deliver remarks on today’s electoral college vote certification and the strength and resilience of our democracy.",47553
2020-12-15 00:30:26,"I’m forever humbled by the fact that 5.7 million people chipped in to power our campaign to victory. And to thank everyone, we’re hosting a Grassroots Donor Thank You call tonight. Head to https://joe.link/384cSyl to join us.

GO.JOEBIDEN.COM
Join our Grassroots Thank You call",32216
2020-12-14 22:48:13,"Folks, tomorrow is the last day of open enrollment for 2021 coverage. Head to healthcare.gov today to find the health insurance plan that works best for you.",20608
2020-12-14 21:05:00,"Georgia — in-person early voting starts today. Head to iwillvote.com/GA to find all the information you need to make your voice heard.

Wear a mask, practice social distancing, and help flip the Senate.

IWILLVOTE.COM
I Will Vote",20856
2020-12-14 19:03:14,"To the families, loved ones, and broken and healing hearts of Sandy Hook, I know. No matter how long it’s been, every time you talk about it, you relive it as though you just heard the news. Eight years later, I know the pain never fully heals.

I think about how that day eight years ago was the saddest day we had in the White House. Twenty first-graders. Their six educators. And I think about the time we have spent with each other grieving since then. I remain in awe as so many of you turned pain into purpose.

There have been plenty of thoughts and prayers in the years since, but we know that is not enough. Together, with millions of our fellow Americans, we will fight to end this scourge on our society and enact common-sense reforms that will save countless lives.",51545
2020-12-14 17:53:41,"Stay hopeful — brighter days lie ahead.

ABCNEWS.GO.COM
US administers 1st doses of Pfizer coronavirus vaccine",79746
2020-12-14 01:45:39,I believe health care is a right for all — not a privilege for the few. And I’ll keep that belief front and center as I work to ensure every American has access to the care they need.,45566
2020-12-13 23:15:05,"Grassroots donors were the backbone of my campaign. And to thank you for everything you did to win this battle for the soul of the nation, I’ll be holding a Grassroots Donor Thank You call tomorrow night.

I hope you’ll join us. Head to https://joe.link/384cSyl to RSVP today.

GO.JOEBIDEN.COM
Join our Grassroots Thank You call",20620
