datetime,text,likes
2021-01-03 15:04:46,"I spoke to Secretary of State Brad Raffensperger yesterday about Fulton County and voter fraud in Georgia. He was unwilling, or unable, to answer questions such as the “ballots under table” scam, ballot destruction, out of state “voters”, dead voters, and more. He has no clue!",160853
2021-01-03 14:40:26,"Republicans in Georgia must be careful of the political corruption in Fulton County, which is rampant. The Governor, Brian Kemp, and his puppet Lt. Governor, Geoff Duncan, have done less than nothing. They are a disgrace to the great people of Georgia!",172060
2021-01-03 14:39:54,"The number of cases and deaths of the China Virus is far exaggerated in the United States because of CDC’s ridiculous method of determination compared to other countries, many of whom report, purposely, very inaccurately and low. “When in doubt, call it Covid.” Fake News!",483958
2021-01-03 14:39:30,The vaccines are being delivered to the states by the Federal Government far faster than they can be administered!,152686
2021-01-03 14:39:16,"GOP Senators Join Hawley in Objecting to Electoral College Votes

BREITBART.COM
GOP Senators Join Hawley in Objecting to Electoral College Votes",151105
2021-01-03 14:38:12,"Judge Jeanine Pirro
January 2 at 10:12 PM ·

It may be a new year, but I’m not so sure much has changed from 48 hours ago. The left’s hypocrisy continues to know no bounds. January 6th when the Electoral College vote will be formally counted is just a few days away…yet how much do you even know about January 6th and the congressional mechanism in place? The mainstream media doesn’t talk about it. They prefer that the Joe Biden presidency be considered a done deal. Move on you truth deniers. #OpeningStatement",74457
2021-01-03 14:37:14,,154361
2021-01-03 03:44:30,,154803
2021-01-02 23:37:01,"Civil War: Tucker Carlson Hits His Own Network in Epic Post-Election Monologue

REDSTATE.COM
Civil War: Tucker Carlson Hits His Own Network in Epic Post-Election Monologue",225666
2021-01-02 18:07:38,"In case you missed it!

Lara Trump
January 2 at 12:15 PM ·

ICYMI: The Right View with Lara Trump, Dr. Gina Loudon, and Erin Elmore! #TheRightView",38417
2021-01-02 17:31:31,"Why haven’t they done signature verification in Fulton County, Georgia. Why haven’t they deducted all of the dead people who “voted”, illegals who voted, non Georgia residents who voted, and tens of thousands of others who voted illegally, from the final vote tally? Just a small portion of these votes give US a big and conclusive win in Georgia. Have they illegally destroyed ballots in Fulton County? After many weeks, we don’t yet even have a judge to hear this large scale voter fraud case. The only judge seems to be Stacey’s sister!",222435
2021-01-02 15:40:53,MAKE AMERICA GREAT AGAIN!,832504
2021-01-02 15:40:06,"Will be in Georgia on Monday night, 9:00 P.M. to RALLY for two GREAT people, David Perdue & Kelly Loeffler. GET READY TO VOTE ON TUESDAY!!!",149762
2021-01-02 15:39:19,"TRANSPARENCY in medical pricing will be one of the biggest and most important things done for the American citizen. It was just put into service, January 1, against long odds and bitter opposition. Final lawsuits won last week. Enjoy all the extra money you will have!",205286
2021-01-02 15:39:01,"For historical purposes remember, I was able to get rid of the INDIVIDUAL MANDATE, the most unpopular and expensive part of ObamaCare. You are no longer forced to pay a fortune for the “privilege” of NOT getting bad healthcare. This ended ObamaCare as we knew it. Thank you!",400370
2021-01-02 05:42:46,"SECURE.WINRED.COM
STOP THE STEAL",236758
2021-01-02 01:59:19,Some States are very slow to inoculate recipients despite successful and very large scale distribution of vaccines by the Federal Government. They will get it done!,88878
2021-01-02 01:13:51,"Because of the Trump Administration, hospitals are now required, effective immediately, to publish their REAL PRICES, which will create competition and drive downs costs MASSIVELY. Won lawsuit last week. Bigger than healthcare, it’s called PRICE TRANSPARENCY! Please remember who got it done!!!",746661
2021-01-02 00:52:04,"Before even discussing the massive corruption which took place in the 2020 Election, which gives us far more votes than is necessary to win all of the Swing States (only need three), it must be noted that the State Legislatures were not in any way responsible for the massive changes made to the voting process, rules and regulations, many made hastily before the election, and therefore the whole State Election is not legal or Constitutional. Additionally, the Georgia Consent Decree is Unconstitutional & the State 2020 Presidential Election is therefore both illegal and invalid, and that would include the two current Senatorial Elections. In Wisconsin, Voters not asking for applications invalidates the Election. All of this without even discussing the millions of fraudulent votes that were cast or altered!",368996
2021-01-01 22:03:26,"Our Republican Senate just missed the opportunity to get rid of Section 230, which gives unlimited power to Big Tech companies. Pathetic!!! Now they want to give people ravaged by the China Virus $600, rather than the $2000 which they so desperately need. Not fair, or smart!",252539
2021-01-01 21:44:07,Fox News Weekend Daytime is not watchable. Switching over to One America News Network!,215874
2021-01-01 20:59:28,"The BIG Protest Rally in Washington, D.C., will take place at 11.00 A.M. on January 6th. Locational details to follow. StopTheSteal!",452189
2021-01-01 19:48:08,"I hope to see the great Governor of South Dakota Kristi Noem, run against RINO Sen. John Thune, in the upcoming 2022 Primary. She would do a fantastic job in the U.S. Senate, but if not Kristi, others are already lining up. South Dakota wants strong leadership, NOW!",202866
2021-01-01 15:25:24,HAPPY NEW YEAR!,1149134
2021-01-01 15:25:02,"Finished off the year with the highest Stock Market in history. Setting records with your 401k’s, just like I said you would. Congratulations to all!",550919
2021-01-01 04:55:46,"Sen. Josh Hawley Slams Walmart Tweet Calling Him a ‘Sore Loser‘ - America is proud of Josh and the many others who are joining him. The USA cannot have fraudulent elections!

BREITBART.COM
Sen. Josh Hawley Slams Walmart Tweet Calling Him a 'Sore Loser'",155220
2020-12-31 20:28:30,"The Trump White House Archived
December 31, 2020 at 3:07 PM ·

Happy New Year from President Trump!",207708
2020-12-31 16:17:22,,117434
2020-12-31 02:26:20,"Donald Trump Jr. tagged a product from their shop.
December 30, 2020 at 8:27 PM ·

Guys... I Have An Urgent Message For Everyone",58766
2020-12-31 02:15:06,"THEBLAZE.COM
Levin: On January 6, we learn whether our Constitution will hold",177967
2020-12-31 02:02:42,"WATCH!

Lara Trump
December 30, 2020 at 9:00 PM ·

WATCH: The Right View with Lara Trump, Dr. Gina Loudon, and Erin Elmore! #TheRightView",43634
2020-12-30 22:53:22,We now have far more votes than needed to flip Georgia in the Presidential race. Massive VOTER FRAUD took place. Thank you to the Georgia Legislature for today’s revealing meeting!,631610
2020-12-30 22:46:58,"Brian Kemp his puppet Lt. Governor Geoff Duncan, and Secretary of State, are disasters for Georgia. Won’t let professionals get anywhere near Fulton County for signature verifications, or anything else. They are virtually controlled by Stacey Abrams & the Democrats. Fools!",179165
2020-12-30 22:46:12,Watching Fox News is almost as bad as watching Fake News CNN. New alternatives are developing!,218908
2020-12-30 20:41:24,"The United States had more votes than it had people voting, by a lot. This travesty cannot be allowed to stand. It was a Rigged Election, one not even fit for third world countries!",497944
2020-12-30 20:07:26,"JANUARY SIXTH, SEE YOU IN DC!",621791
2020-12-30 20:07:02,"Twitter is shadow banning like never before. A disgrace that our weak and ineffective political leadership refuses to do anything about Big Tech. They’re either afraid or stupid, nobody really knows!",171350
2020-12-30 20:04:38,"Thank you, a great honor!

AFRICAWORLDNEWSPAPER.COM
President Donald J Trump is AfricaWorld Man of the Year 2020",712805
2020-12-30 15:07:35,"DEMAND state legislators call a SPECIAL SESSION & hear the evidence NOW!

Team Trump
December 30, 2020 at 10:06 AM ·

Time for state legislators to take the Election seriously.

President Donald Trump needs you to DEMAND they call a SPECIAL SESSION & hear the evidence.

Contact your state legislators NOW!

GA: (404) 656-1776

WI: (608) 266-2517

MI: (517) 373-6339

AZ: (602) 542-4331",100135
2020-12-30 14:51:45,$2000 ASAP!,409698
2020-12-30 14:51:30,The Federal Government has distributed the vaccines to the states. Now it is up to the states to administer. Get moving!,98911
2020-12-30 14:51:15,"“Barack Obama was toppled from the top spot and President Trump claimed the title of the year’s Most Admired Man. Trump number one, Obama number two, and Joe Biden a very distant number three. That’s also rather odd given the fact that on November 3rd, Biden allegedly racked up millions more votes than Trump, but can’t get anywhere close to him in this poll. No incoming president has ever done as badly in this annual survey.” Mark Steyn, Tucker Carlson. That’s because he got millions of Fake Votes in the 2020 Election, which was RIGGED!",395606
2020-12-30 12:41:44,"I love the Great State of Georgia, but the people who run it, from the Governor, Brian Kemp, to the Secretary of State, are a complete disaster and don’t have a clue, or worse. Nobody can be this stupid. Just allow us to find the crime, and turn the state Republican. The consent decree signed by the “Secretary”, with the consent of Kemp, is perhaps even more poorly negotiated than the deal that John Kerry made with Iran. Now it turns out that Brad R’s brother works for China, and they definitely don’t want “Trump”. So disgusting! #MAGA",237079
2020-12-30 00:01:37,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly. Brian Kemp Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!",325294
2020-12-30 00:01:03,"It is up to the States to distribute the vaccines once brought to the designated areas by the Federal Government. We have not only developed the vaccines, including putting up money to move the process along quickly, but gotten them to the states. Biden failed with Swine Flu!",152621
2020-12-29 22:47:22,"Loeffler, Perdue Support Increasing Relief Payments to $2K - Republicans must support the $2000 payments and must FIGHT the crooked presidential election. We won big!

BREITBART.COM
Loeffler, Perdue Support Increasing Relief Payments to $2K",73815
2020-12-29 20:12:58,"Unless Republicans have a death wish, and it is also the right thing to do, they must approve the $2000 payments ASAP. $600 IS NOT ENOUGH! Also, get rid of Section 230 - Don’t let Big Tech steal our Country, and don’t let the Democrats steal the Presidential Election. Get tough!",626081
2020-12-29 15:49:10,"MUST ACT NOW!

Team Trump
December 29, 2020 at 10:36 AM ·

We are presenting evidence of fraud at hearings in many states across the country.

We encourage these states to call SPECIAL SESSIONS immediately.

Contact your legislators - demand they ACT NOW!

GA: (404) 656-1776

WI: (608) 257-4765

MI: (517) 373-0135

AZ: (602) 542-4331",164618
2020-12-29 14:48:45,"$2000 for our great people, not $600! They have suffered enough from the China Virus!!!",621424
2020-12-29 14:46:56,"Weak and tired Republican “leadership” will allow the bad Defense Bill to pass. Say goodbye to VITAL Section 230 termination, your National Monuments, Forts (names!) and Treasures (inserted by Elizabeth “Pocahontas” Warren), 5G, and our great soldiers being removed and brought home from foreign lands who do NOTHING for us. A disgraceful act of cowardice and total submission by weak people to Big Tech. Negotiate a better Bill, or get better leaders, NOW! Senate should not approve NDAA until fixed!!!",452214
2020-12-29 13:55:22,"Team Trump
December 26, 2020 at 6:36 PM ·

ARIZONA! Contact Governor Ducey and your legislators today.

Demand they hear the evidence!

CALL: (602) 542-4331",36747
2020-12-29 13:54:02,"Team Trump
December 26, 2020 at 5:34 PM ·

MICHIGAN! Contact Governor Whitmer and your legislators today.

Demand they hear the evidence!

CALL: (517) 373-0135",50283
2020-12-29 13:52:54,"Team Trump
December 26, 2020 at 4:35 PM ·

WISCONSIN! Contact Governor Evers and your legislators today.

Demand they hear the evidence!

CALL: (608) 257-4765",42234
2020-12-29 13:52:13,"Team Trump
December 26, 2020 at 3:32 PM ·

GEORGIA! Contact Governor Kemp and your legislators today.

Demand they hear the evidence!

CALL: (404) 656-1776",37680
2020-12-29 13:51:21,"Team Trump
December 26, 2020 at 2:30 PM ·

This election was STOLEN from President Donald Trump!

Text FRAUD to 88022",52040
2020-12-28 22:02:19,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”",676985
2020-12-28 00:23:45,Good news on Covid Relief Bill. Information to follow!,379665
2020-12-27 23:52:39,"See you in Washington, DC, on January 6th. Don’t miss it. Information to follow!",612643
2020-12-27 23:52:12,"On behalf of two GREAT Senators, David Perdue & Kelly Loeffler, I will be going to Georgia on Monday night, January 4th., to have a big and wonderful RALLY. So important for our Country that they win!",393739
2020-12-27 16:03:30,"Michigan AG Dana Nessel Pursues Sanctions Against Lawyers Questioning Election - These lawyers are true patriots who are fighting for the truth and, obviously, getting very close. AG should be sanctioned. Fight on!

BREITBART.COM
Michigan AG Dana Nessel Pursues Sanctions Against Lawyers Questioning Election",116226
2020-12-27 04:10:18,"$2000 + $2000 plus other family members. Not $600. Remember, it was China’s fault!",754273
2020-12-27 00:26:28,"Time for Republican Senators to step up and fight for the Presidency, like the Democrats would do if they had actually won. The proof is irrefutable! Massive late night mail-in ballot drops in swing states, stuffing the ballot boxes (on video), double voters, dead voters, fake signatures, illegal immigrant voters, banned Republican vote watchers, MORE VOTES THAN ACTUAL VOTERS (check out Detroit & Philadelphia), and much more. The numbers are far greater than what is necessary to win the individual swing states, and cannot even be contested. Courts are bad, the FBI and “Justice” didn’t do their job, and the United States Election System looks like that of a third world country. Freedom of the press has been gone for a long time, it is Fake News, and now we have Big Tech (with Section 230) to deal with. But when it is all over, and this period of time becomes just another ugly chapter in our Country’s history, WE WILL WIN!!!",606463
2020-12-26 20:04:35,"The lockdowns in Democrat run states are absolutely ruining the lives of so many people - Far more than the damage that would be caused by the China Virus. Cases in California have risen despite the lockdown, yet Florida & others are open & doing well. Common sense please!",565531
2020-12-26 19:04:31,"In case you missed it!

Lara Trump
December 26, 2020 at 2:00 PM ·

ICYMI: The Right View with Lara Trump, Kimberly Guilfoyle, Dr. Gina Loudon, and Eric Trump! #TheRightView

Subscribe to The Right View here:

Apple Podcasts: https://apple.co/3nwnA77

Spotify: https://spoti.fi/2KBKvPP

Audible: https://amzn.to/3mAxvqU",54771
2020-12-26 16:52:36,"I simply want to get our great people $2000, rather than the measly $600 that is now in the bill. Also, stop the billions of dollars in “pork”.",599428
2020-12-26 16:52:14,"A young military man working in Afghanistan told me that elections in Afghanistan are far more secure and much better run than the USA’s 2020 Election. Ours, with its millions and millions of corrupt Mail-In Ballots, was the election of a third world country. Fake President!",206545
2020-12-26 16:51:55,"The U.S. Supreme Court has been totally incompetent and weak on the massive Election Fraud that took place in the 2020 Presidential Election. We have absolute PROOF, but they don’t want to see it - No “standing”, they say. If we have corrupt elections, we have no country!",369582
2020-12-26 16:51:01,"Where the hell is the Durham Report? They spied on my campaign, colluded with Russia (and others), and got caught. Read the Horowitz Reports about Comey & McCabe. Even the Fake News New York Times said “bad”. They tried it all, and failed, so now they are trying to steal the election!",205237
2020-12-26 16:50:32,"The “Justice” Department and the FBI have done nothing about the 2020 Presidential Election Voter Fraud, the biggest SCAM in our nation’s history, despite overwhelming evidence. They should be ashamed. History will remember. Never give up. See everyone in D.C. on January 6th.",269712
2020-12-26 16:49:58,"If a Democrat Presidential Candidate had an Election Rigged & Stolen, with proof of such acts at a level never seen before, the Democrat Senators would consider it an act of war, and fight to the death. Mitch & the Republicans do NOTHING, just want to let it pass. NO FIGHT!",307910
2020-12-26 16:48:51,"Our $740 defense bill is a gift to China, Russia & Big Tech. It fails to terminate the internationally dangerous Section 230, won’t allow us to bring our troops back home (where they belong), renames & destroys our forts & National Monuments, & makes 5G almost impossible!",104530
2020-12-25 20:43:28,Going now to make a short speech to service members from all over the world. It is a celebration of Christmas. Video Conference - Fake News not invited!,239389
2020-12-25 20:43:02,"Made many calls and had meetings at Trump International in Palm Beach, Florida. Why would politicians not want to give people $2000, rather than only $600? It wasn’t their fault, it was China. Give our people the money!",505114
2020-12-25 16:32:01,,1314864
2020-12-25 15:16:38,MERRY CHRISTMAS!,1347149
2020-12-25 02:01:13,"WATCH!

Lara Trump
December 24, 2020 at 9:00 PM ·

WATCH: The Right View with Lara Trump, Kimberly Guilfoyle, Dr. Gina Loudon, and Eric Trump! #TheRightView",49899
2020-12-25 00:12:09,"I saved at least 8 Republican Senators, including Mitch, from losing in the last Rigged (for President) Election. Now they (almost all) sit back and watch me fight against a crooked and vicious foe, the Radical Left Democrats. I will NEVER FORGET!",458102
2020-12-25 00:11:45,"Twitter is going wild with their flags, trying hard to suppress even the truth. Just shows how dangerous they are, purposely stifling free speech. Very dangerous for our Country. Does Congress know that this is how Communism starts? Cancel Culture at its worst. End Section 230!",273489
2020-12-24 21:58:25,"VOTER FRAUD IS NOT A CONSPIRACY THEORY, IT IS A FACT!!!",867262
2020-12-24 21:45:20,"At a meeting in Florida today, everyone was asking why aren’t the Republicans up in arms & fighting over the fact that the Democrats stole the rigged presidential election? Especially in the Senate, they said, where you helped 8 Senators win their races. How quickly they forget!",317332
2020-12-24 21:32:45,"More than one million Americans have already received the China Virus Vaccine, a record pace!",247622
2020-12-24 21:19:49,"First Lady Melania Trump Archived
December 24, 2020 at 4:02 PM ·

President Donald J. Trump & I send our warmest wishes to all as we celebrate #Christmas. May the love we share with our family & friends fill our hearts with peace & joy!",385269
2020-12-24 04:45:42,"JPOST.COM
Trump gives awards to top aides for Arab-Israeli deals",129191
2020-12-24 00:17:26,"After seeing the massive Voter Fraud in the 2020 Presidential Election, I disagree with anyone that thinks a strong, fast, and fair Special Counsel is not needed, IMMEDIATELY. This was the most corrupt election in the history of our Country, and it must be closely examined!",633471
2020-12-23 22:50:17,"Our embassy in Baghdad got hit Sunday by several rockets. Three rockets failed to launch. Guess where they were from: IRAN. Now we hear chatter of additional attacks against Americans in Iraq...Some friendly health advice to Iran: If one American is killed, I will hold Iran responsible. Think it over.",806758
2020-12-23 18:11:56,They are slow walking the signature verification in Georgia. They don’t want results to get out prior to January 6th. They know what they are trying so hard to hide. Terrible people!,252018
2020-12-23 02:55:15,"Statement by Donald J. Trump, The President of the United States",534746
2020-12-23 02:24:50,"“Newt Gingrich Pens Op-Ed on Election Saying he will not Accept Joe Biden as President” Newt Gingrich gets it, we are going to WIN!

https://www.washingtontimes.com/news/2020/dec/21/why-i-will-not-accept-joe-biden-as-president/",173412
2020-12-23 01:55:46,"Republicans in the Senate so quickly forget. Right now they would be down 8 seats without my backing them in the last Election. RINO John Thune, “Mitch’s boy”, should just let it play out. South Dakota doesn’t like weakness. He will be primaried in 2022, political career over!!!",271123
2020-12-23 01:31:27,,442586
2020-12-23 00:53:07,"Georgia Republican Party
December 22, 2020 at 7:17 PM ·

""Georgia will keep freedom alive in America. Together, we will reclaim America's future. We will build our nation to even greater heights, and we will keep America great!"" - Ivanka Trump",55863
2020-12-22 23:13:26,"FOXNEWS.COM
Morgan Ortagus: Why Trump deserves more credit for helping America's newest families

Team Trump
December 22, 2020 at 6:09 PM ·

“This administration does not get enough credit for this monumental achievement, and thousands of working families for years to come will have peace of mind because they will now have the appropriate time off to care for their newborns.”",157398
2020-12-22 16:33:00,THE DEMOCRATS DUMPED HUNDREDS OF THOUSANDS OF BALLOTS IN THE SWING STATES LATE IN THE EVENING. IT WAS A RIGGED ELECTION!!!,475080
2020-12-22 15:31:06,"Distribution of both vaccines is going very smoothly. Amazing how many people are being vaccinated, record numbers. Our Country, and indeed the World, will soon see the great miracle of what the Trump Administration has accomplished. They said it couldn’t be done!!!",262328
2020-12-22 00:58:03,"“Conservatives Call on State Legislators to Appoint New Electors, in Accordance with the Constitution”

CONSERVATIVEACTIONPROJECT.COM
Conservatives Call on State Legislators to Appoint New Electors, in Accordance with the Constitution",227742
2020-12-21 22:52:31,"Two years ago, the great people of Wisconsin asked me to endorse a man named Brian Hagedorn for State Supreme Court Justice, when he was getting destroyed in the Polls against a tough Democrat Candidate who had no chance of losing. After my endorsement, Hagedorn easily won! WOW, he just voted against me in a Big Court Decision on voter fraud (of which there was much!), despite many pages of dissent from three highly respected Justices. One thing has nothing to do with another, but we ended up losing 4-3 in a really incorrect ruling! Great Republicans in Wisconsin should take these 3 strong decisions to their State Legislators and overturn this ridiculous State Election. We won in a LANDSLIDE!",234191
2020-12-21 16:33:59,"Governor Brian Kemp and his puppet Geoff Duncan, together with the Secretary of State of Georgia, are very slow on Signature Verification, and won’t allow Fulton County to be examined. What are these RINOS hiding? We will easily win Presidential State race. Kelly Loeffler and David Perdue will not be able to win on January 5th. unless these people allow Signature Verification in presidential race. K & D need it for their race also, & Georgia spirit will rise to such a high that they will easily bring home a great victory. Move fast Brian Kemp",211051
2020-12-21 15:33:15,Big news coming out of Pennsylvania. Very big illegal ballot drop that cannot be accounted for. Rigged Election!,524498
2020-12-21 15:32:41,"“The President was responsible for those direct payments to Americans in the Covid-19 Relief Bill.” Brian Kilmeade, Fox & Friends. And the Moderna vaccine has already started rolling out. Very smooth distribution!",143246
2020-12-20 17:45:48,"WASHINGTONTIMES.COM
Ivanka Trump to campaign with David Perdue, Kelly Loeffler in Georgia

Ivanka Trump
December 20, 2020 at 12:29 PM ·

Join us tomorrow to Defend The Majority in the great state of Georgia!

Walton County: http://perduesenate.co/3apRkib

Fulton County: http://perduesenate.co/2J49Dye

#GASen #gapol",306558
2020-12-20 06:36:37,GREATEST ELECTION FRAUD IN THE HISTORY OF OUR COUNTRY!!!,720562
2020-12-20 06:22:03,"Why isn’t Congress giving our people a Stimulus Bill? It wasn’t their fault, it was the fault of China. GET IT DONE, and give them more money in direct payments.",320849
2020-12-20 06:09:25,Martial law = Fake News. Just more knowingly bad reporting!,177692
2020-12-20 06:07:28,"What would Bolton, one of the dumbest people in Washington, know? Wasn’t he the person who so stupidly said, on television, “Libyan solution”, when describing what the U.S. was going to do for North Korea? I’ve got plenty of other Bolton “stupid stories”.",127128
2020-12-20 05:55:54,"As badly as we were treated in Georgia by the “Republican” Governor and “Republican” Secretary of State, we must have a massive victory for two great people, Kelly Loeffler & David Perdue, on January 5th. I will be having a big Rally for them on Monday night, January 4th. WIN!",229710
2020-12-20 02:23:01,Watch Peter Navarro NOW on the Election Fraud on Jesse Watters on Fox News!,160958
2020-12-20 00:47:10,"IN CASE YOU MISSED IT!

Lara Trump
December 19, 2020 at 7:45 PM ·

ICYMI: The Right View with Lara Trump, Katrina Pierson, Liz Harrington, and Jenna Ellis #TheRightView #TeamTrump",51890
2020-12-19 21:00:50,The lie of the year is that Joe Biden won! Christina Bobb One America News Network,458660
2020-12-19 20:16:38,Very happy to have helped get Wreaths Across America so beautifully open and operating today. Congratulations to all of those who have worked so hard for this great success!,221554
2020-12-19 19:27:46,,162525
